Evaluation,Study,Original_value,SRP_value,Match_original,Additional_tags,Category,Subcategory,Quantitative
SR3_Elicit,balaban2015,"Control patients received usual inpatient and outpatient care. Patient treatment and discharge plans are discussed daily at multidisciplinary rounds. Each patient is assigned a case manager who organizes post-discharge care including visiting nurses, home care, durable medical supplies, or referral to substance abuse programs or homeless shelters. At discharge, a floor nurse reviews written discharge instructions with the patient, including an updated medication list, scheduled appointments, and patient education. After discharge, a nurse from their primary care site attempts to telephone patients within 2 business days to assess patients’ medication adherence, confirm scheduled appointments, availability of transportation, and identify issues requiring immediate attention.","Received usual inpatient and outpatient care, including daily multidisciplinary rounds and case management for post-discharge care.",TRUE,No,Comparison,,
SR3_Elicit,balaban2015,<p>Hospital readmission to any service within 30 days post-discharge<br />Primary care provider (PCP) visit within 7 days of index discharge<br />Outpatient visit within 30 days of index discharge<br />ED visit within 30 days of index discharge (%)</p>, In-network 30-day hospital readmissions,FALSE,No,Outcome,,
SR3_Elicit,balaban2015, Randomized controlled trial,Randomized controlled trial,TRUE,No,Method,Study design,
SR3_Elicit,balaban2015,"Allocation sequence concealment: ""Eligible patients were identified daily using the hospital electronic medical record (EMR). Patient Navigators (PNs) determined how many intervention patients to enrol each day, aiming to maintain a panel of 30–35 patients per full-time PN""",Random sequence generation and allocation sequence concealment: Computer algorithm used for randomization,FALSE,Yes and appropriate,Method,Allocation sequence concealment,
SR3_Elicit,balaban2015,"Enrolment start and end dates; length of participant follow-up: ""October 2011 and April 2013. Enrolment was initially at Cambridge Hospital; in September 2012, the protocol was modified to include Whidden Hospital, expanding the pool of eligible patients.""",Enrolment start and end dates: October 2011 to April 2013; follow-up for 30 days post-discharge,TRUE,No,Method,Enrolment dates,
SR3_Elicit,balaban2015,"Recruitment and sampling procedures used (including at the level of individual participants and clusters/sites if relevant): Eligible patients were identified daily using the hospital electronic medical record (EMR). PNs determined how many intervention patients to enrol each day, aiming to maintain a panel of 30–35 patients per full-time PN.""", Patients recruited between October 2011 and April 2013; randomization using a computer algorithm,FALSE,Yes and inappropriate,Method,Recruitment,
SR3_Elicit,balaban2015,"multicentre - an integrated healthcare provider comprising two hospitals, three Emergency Departments (EDs), and ten community health centres",Single or multicentre study: Single centre at Cambridge Health Alliance (CHA),FALSE,Yes and inappropriate,Method,Single or multicentre,
SR3_Elicit,balaban2015,"Unit of analysis (e.g. individual participant, episode of care, clinic/hospital attendance, readmission rate): ""The pre-specified primary outcome measure was in-network all-cause hospital readmission (observation or full admission) to any service (including medicine, surgery, or psychiatry) within 30 days post-discharge. Planned readmissions were not excluded. Secondary outcomes were attending a primary care appointment within 7 days and any outpatient or ED visit within 30 days of discharge.""</p>",Unit of analysis: Individual participants,FALSE,No,Method,Unit of analysis,
SR3_Elicit,balaban2015,"Statistical methods used if computed estimates are extracted from reports, including any covariates included in the statistical model: ""We first examined differences in demographic and clinical descriptors between PN and control patients, and between patients over and under age 60, using chi-square or t-tests, as appropriate. We next compared measures of intervention fidelity between patients over and under age 60 using chi-square tests. We used logistic regression to examine the association between PN/control study assignment and our outcomes of interest, adjusting for gender, language preference, race/ethnicity, insurance, Charlson score, psychiatric and substance abuse diagnoses, our identified readmission risk factors, and assigned hospital",Statistical methods: Chi-square tests and logistic regression with adjustments for covariates,FALSE,No,Method,Statistical method,
SR3_Elicit,balaban2015,585,585,TRUE,No,Result,Number - intervention,
SR3_Elicit,balaban2015,925,925,TRUE,No,Result,Number - control,
SR3_Elicit,balaban2015,Unplanned hospital admission - Experiment 79/585; Control 107/925 Mean 1.16 (0.89-1.53)," Overall: No difference in 30-day readmission rates between intervention and control groups
- Stratified by age:
  - Patients >60 years: Statistically significant adjusted absolute 4.1% decrease in readmission; increase in 30-day outpatient follow-up
  - Patients ≤60 years: Statistically significant adjusted absolute 11.8% increase in readmission; no change in 30-day outpatient follow-up",FALSE,Yes and appropriate,Result,Summary statistic,
SR3_Elicit,balaban2015,Hospital outpatient appointment within one month 487/585 v 726/925 mean 1.06 (1.0-1.11),NA,FALSE,No,Result,Summary statistic,
SR3_Elicit,McQueen2024,"<p>Intervention group: Social Needs Navigation <br />Age (SD) 51.79 (9.35)<br />Female (%) 179 (76.5%)<br />Non-Hispanic White (%) 65 (27.8%)<br />Married/living with partner (%) 51 (21.8%)<br />Sum Comorbid Conditions (Mean, SD) 7.56 (2.99)<br />Social Needs Sum Score (Mean, SD) 2.94 (1.77)</p><p>Control: TAU (treatment as usual)<br />Age (SD) 51.31 (9.71)<br />Female (%) 180 (75.3%)<br />Non-Hispanic White (%) 66 (27.6%)<br />Married/living with partner (%) 56 (23.4%)<br />Sum Comorbid Conditions (Mean, SD) 7.61 (3.07)<br />Social Needs Sum Score (Mean, SD) 2.85 (1.67)","Characteristics at baseline: Mean age 51.6 years, 76.1% female, 66.5% Black, 29.4% White, 3.0% Hispanic, most had Medicaid through expansion or SSI",FALSE,Yes and appropriate,Population,Participant characteristics,
SR3_Elicit,McQueen2024,"/p><p>Inclusion: ""Claims data were used to identify members with type 2 diabetes (defined as ≥1 inpatient or ≥2 outpatient medical claims with type 2 diabetes relevant ICD-10 codes) and a recent (&lt;120 days) HbA1c test for study recruitment.""</p><p>Exclusion: ""Identified members were excluded from recruitment if they were involved in care management in the past 90 days or if they did not have a phone number or independent address (e.g., no rehab, nursing home, or correction facilities).""<br />Members who are ""pregnant or only have a history of gestational diabetes, any cognitive or hearing impairments that impede research participation by phone, could not report that their latest A1c was &lt;7.0, and have one unmet social need.""</p><p>Group differences in study outcomes were compared with t-test analysis</p>","Study eligibility criteria: Adult (18+ years old), type 2 diabetes, recent HbA1c test, at least one unmet social need, not pregnant, no cognitive or hearing impairments, HbA1c value ≥7.0",TRUE,No,Population,Eligibility criteria,
SR3_Elicit,McQueen2024,"<p>Intervention: The Social Needs Navigation intervention was to proactively help participants not otherwise identified for care management to address unmet social needs. If asked, navigators also offered encouragement, information, and resources related to health needs, but this was not their primary focus for outreach calls.</p>","- Intervention: Social needs navigation program focusing on addressing unmet social needs.
- Components: Proactive calls to review needs, progress, and provide referrals.
- Length: 6 months.
- Staff qualifications: Navigators with outstanding interpersonal communication skills and experience working with low-income populations.
- Training: Navigators received additional training from the research team in basic research methods, social needs identification, and problem-solving.
- Equipment requirements: Use of the health plan's care management database (TruCare).
- Integrity: Standardized outreach approach and tracking of interactions.
- Control group: Received usual care, which may include care management services if referred by the health plan or providers.",FALSE,Yes and appropriate,Intervention,,
SR3_Elicit,McQueen2024,<p>Control: Usual care participants could receive care management services if identified and referred by the health plan or providers to address high–acuity needs.</p>,"Control group: Received usual care, which may include care management services if referred by the health plan or providers.",TRUE,No,Comparison,,
SR3_Elicit,McQueen2024,"<p>Healthcare utilisation: ED utilisation (any), healthcare utilisation: High ED utilisation (&gt;4 / year), healthcare utilization: hospitalization (any), healthcare utilisation: 90-day rehospitalisation, QoL SF-12v2 (T-score) - aggregate physical health, QoL SF-12v2 (T-score) - aggregate mental health, Perceived stress scale (Range 0-16), Diabetes Distress Scale (Range 2-12), Social needs sum</p>","""- Primary outcome: HbA1c test values
- Secondary outcome: Quality of life measured by the Short-Form Health Survey (SF-12v2)
- Exploratory outcomes: Recommended health screenings (eye exams, kidney function panel, lipid panel), diabetes complications (uncontrolled diabetes, DCSI), medication adherence, healthcare utilization (wellness visits, ED utilization, hospitalization), psychosocial measures (perceived stress, diabetes distress, depression, self-efficacy, social support, sleep quality)
- Measurement tools: SF-12v2 for quality of life, DCSI for diabetes complications
- Specific metrics: HbA1c values, quality of life scores, number of health screenings, medication adherence rates, healthcare utilization rates
- Method of aggregation: Mean and standard deviation for continuous outcomes, proportions for categorical outcomes
- Timing of outcome measurements: Baseline, 3-, 6-, and 12-month follow-up
- Adverse outcomes: Not systematically collected""",TRUE,Yes and appropriate,Outcome,,
SR3_Elicit,McQueen2024,<p>Design : Randomised controlled trial</p><p>Group: Parallel group</p><p>," Study design: Randomized controlled trial (RCT) with two arms: usual care and social needs navigation.
",TRUE,No,Method,Study design,
SR3_Elicit,McQueen2024,"Allocation sequence concealment: ""Staff manually randomised participants, and their assignment was documented in REDCap after the baseline survey was completed.""</p><p>Details of random sequence generation: ""Participants who completed the baseline survey were randomized in equal proportions using a predetermined list of random numbers in REDCap by research staff to one of two study conditions: usual care (survey only) or proactive social needs navigation.""</p><p>Statistical methods used if computed estimates are extracted from reports, including any covariates included in the statistical model: ""The results of unadjusted analyses are reported due to the use of randomization and no evidence of study group differences in attrition. Additional exploratory analyses using other outcomes from claims and survey responses were conducted using chi-squared analyses, z-test for count data, and t-tests, and repeated survey measures were also analyzed with mixed-effect regression.""</p><p>Unit of analysis (e.g. individual participant, episode of care, clinic/hospital attendance, readmission rate): response rate n(%) or M (SD)</p>",Randomization: Using a predetermined list of random numbers in REDCap.,TRUE,No,Method,Allocation sequence concealment,
SR3_Elicit,McQueen2024,Enrolment start and end dates; length of participant follow-up: Data were collected from November 2019 to July 2023,November 2019 to July 2022; final data collection by July 2023.,TRUE,No,Method,Enrolment dates,
SR3_Elicit,McQueen2024,"<p>Recruitment and sampling procedures used (including at the level of individual participants and clusters/sites if relevant): Research studies with opt-in enrollment, study participants likely represent a biased sample of all eligible individuals.</p>",November 2019 to July 2022; final data collection by July 2023.,FALSE,Yes and inappropriate,Method,Recruitment,
SR3_Elicit,McQueen2024,"<p>Single or multicentre study; if multicentre, number of study/recruiting centres and locations: Single health plan in Louisiana</p>",Single-centered study conducted within the state-wide Medicaid health plan in Louisiana.,TRUE,No,Method,Single or multicentre,
SR3_Elicit,McQueen2024,"<p>Statistical analysis: ""For quality of life, linear mixed-effect regression analysis was also used to evaluate group–time interactions to determine whether any changes over the three survey time points (time coded: 1–3) differed between the control and navigation groups. Mixed-effect regression analyses do not use listwise deletion but rather use all the available data from participants. These models produce unbiased estimates assuming data are missing at random.""",t-tests and mixed-effects regression.,TRUE,Yes and appropriate,Method,Statistical method,
SR3_Elicit,McQueen2024,"Likelihood of reporting and other biases: recall bias, randomisation bias, unblinded study, opt-in enrollment, study participants likely represent a biased sample of all eligible individuals.</p><p>Masking for randomised trials: Group assignment was not blinded to team members with relevant REDCap permissions, and identifiers of those assigned to navigation were sent to the navigator.",NA,FALSE,No,Method,Likelihood of reporting and other biases,
SR3_Elicit,McQueen2024,"Masking for randomised trials: Group assignment was not blinded to team members with relevant REDCap permissions, and identifiers of those assigned to navigation were sent to the navigator","Allocation concealment: The fact that ""Group assignment was not blinded to team members with relevant REDCap permissions"" indicates a high risk of bias in allocation concealment.",TRUE,No,Method,Masking,
SR3_Elicit,McQueen2024,"Methods used to prevent and address missing data: Missing at random assumes that the missingness depends on the observed data only, which is a common assumption for multiple imputation",NA,FALSE,No,Method,Missing data,
SR3_Elicit,McQueen2024,Methods used to prevent and control for confounding and selection biases: All surveys were administered by phone by trained research assistants who recorded participant responses in real-time using REDCap survey forms. (avoid recall bias),NA,FALSE,No,Method,Confounding and other,
SR3_Elicit,McQueen2024,Unplanned hospital admission - Experiment 145/234 Control 139/239 Mean 1.07 (0.92-1.23),"Number of participants randomly assigned: Usual care (n = 239), Social needs navigation (n = 234)
- Number of participants who withdrew, were lost to follow-up, or were excluded: Not specifically mentioned
- Summary data for each group: Provided in tables at the end of the paper
- Between-group estimates: No significant differences in HbA1c or quality of life; average DCSI scores were significantly higher for the navigation group
- Subgroup analysis: Not mentioned",FALSE,Yes and appropriate,Result,Summary statistic,
SR3_Elicit,McQueen2024,239,239,TRUE,No,Result,Number - control,
SR3_Elicit,McQueen2024,234,234,TRUE,No,Result,Number - intervention,
SR3_Elicit,Schuttig 2024,<p>Intervention: Cardiac care navigator (intervention)</p><p>Age (SD): 73.48 (12.9)</p><p>Female (%): 592 (47.1)</p><p>Charlson Comorbidity index: 3.232 (2.69)</p><p>Elixhauser Comorbidity index: 5.424 (3.159)</p><p>Medical LOS: 7.975 (9.181)</p><p> </p><p>Control: TAU (treatment as usual)</p><p>Age (SD): 73.54 (12.42)</p><p>Female (%): 571 (44.1)</p><p>Charlson Comorbidity index: 3.380 (2.804)</p><p>Elixhauser Comorbidity index: 5.473 (3.109)</p><p>Medical LOS: 8.056 (8.879),"Characteristics at baseline: Mean age 73.5 years (SD 12.66); 54% male; 46% heart failure, 65% coronary heart disease, 54% cardiac arrhythmias; 73% retired; majority with basic secondary education; high burden of coexisting diseases (Charlson index 3.31, Elixhauser index 5.45)",TRUE,Yes and appropriate,Population,Participant characteristics,
SR3_Elicit,Schuttig 2024,"Inclusion: Eligible patients were those aged 18 years or older who were hospitalized in the Departments of Cardiology at one of the participating sites for one or more of the relevant cardiac admission diagnoses (ICD10-GM I20-I25, I47-I49) and insured by AOK Nordost. AOK Nordost is a statutory health insurer in Germany with a market share of approximately 24%</p><p>Exclusion: Patients with severe psychiatric diseases, those in need of intensive nursing care, and residents of long-term care facilities were excluded</p>","Study eligibility criteria: Patients aged 18 or older hospitalized for heart failure, coronary heart disease, or cardiac arrhythmias (ICD-10-GM I20-I25, I47-I49); insured by AOK Nordost",FALSE,No,Population,Eligibility criteria,
SR3_Elicit,Schuttig 2024,"<p><b>Interventions </b>Cardiac care navigator (intervention)</p><p>""The “Cardiolotse” (CL; German for “cardiac care navigator”) program was developed to bridge gaps in the care received by cardiac patients, focusing specifically on the continuity and coordination of care following hospital discharge. The key component of the program was the CL, a specially trained medical care navigator whose primary task was to provide post-discharge support to patients with cardiac diseases as they transitioned from the inpatient to the outpatient care sector. This support consisted of guiding patients through the healthcare system, facilitating access to healthcare resources, offering prevention advice, and aiding in the self-management of their condition irrespective of educational level or social standing.""</p><p>","- Intervention: The ""Cardiolotse"" program involves a cardiac care navigator providing post-discharge support to patients with cardiac diseases.
- Components: Initial face-to-face meeting during hospital stay, regular telephone consultations post-discharge, guidance through healthcare system, prevention advice, self-management support.
- Intervention protocols: Monthly phone calls for the first quarter, every 6 weeks for the second quarter, and quarterly for the third and fourth quarters.
- Length of intervention: 12 months.
- Staff qualifications: Specially trained medical care navigators (CLs) who are nurses or medical/healthcare assistants.
- Training requirements: Supplementary training in communication techniques, understanding patient needs, knowledge of healthcare services, ethics, and legal considerations.
- Integrity of interventions: CLs support GPs' and cardiologists' advice without altering recommendations without prior contact.
- Co-interventions: None mentioned.
- Control group: Routine treatment as usual in ambulatory care in Germany.
- Components involved in delivering intervention: Trained CLs.
- Fidelity assessment: Not explicitly mentioned.",TRUE,Yes and appropriate,Intervention,,
SR3_Elicit,Schuttig 2024,"<p>PROMS EQ-5D-5L, </p><p>PROMS EQ-5D-5L (3 months)</p><p>PROMS EQ-5D-5L (12 months) </p><p>Number of GP visits</p>","Primary outcome: all-cause rehospitalization rate after 12 months; Secondary outcomes: rehospitalizations due to cardiac diagnoses, duration of rehospitalization, mortality, health-related quality of life (EQ-5D-5L), process indicators (physician visits, continuity of care indices); Measurement tools: logistic regression, GLMs, OLS, Cox regression; Timing: 30 days, 3 months, 6 months, 12 months, 24 months; Adverse outcomes: not specifically mentioned",TRUE,Yes and appropriate,Outcome,,
SR3_Elicit,Schuttig 2024,Control: TAU (treatment as usual): usual care without cardiac care navigator</p>,Control group: Routine treatment as usual in ambulatory care in Germany,TRUE,No,Comparison,,
SR3_Elicit,Schuttig 2024,<p>Design: Randomised controlled trial</p><p>Group: Parallel group</p><p>,"Study design: Prospective, Randomized, controlled, two-group parallel trial",TRUE,No,Method,Study design,
SR3_Elicit,Schuttig 2024,"Allocation sequence concealment: ""Eligible patients who provided written informed consent were then randomly allocated in a 1:1 ratio to either the intervention or control group."" Details of random sequence generation: The navigators ""received the allocation result of the patient immediately after entering the unique study identification number, the year of birth, and sex of the patient in the web-based tool. The specifics of the randomisation algorithm were unknown to the navigator.""",Random sequence generation and allocation sequence concealment: Computer algorithm used for randomization,TRUE,No,Method,Allocation sequence concealment,
SR3_Elicit,Schuttig 2024,"Enrolment start and end dates; length of participant follow-up: January 2019 and March 2020, 12-month follow-up period",Enrolment start and end dates: January 2019 to March 2020,TRUE,No,Method,Enrolment dates,
SR3_Elicit,Schuttig 2024,"Recruitment and sampling procedures used (including at the level of individual participants and clusters/sites if relevant): ""Eligible patients who provided written informed consent were then randomly allocated in a 1:1 ratio to either the intervention or control group. The Randoulette tool of the Institute for Medical Information Processing, LMU Munich, Germany, was used for simple block randomization with a block size of 10. The navigators received the allocation result of the patient immediately after entering the unique study identification number, the year of birth, and sex of the patient in the web-based tool. The specifics of the randomization algorithm were unknown to the navigator.""",Recruitment and sampling procedures: Eligible patients identified prior to discharge and randomly allocated to intervention or control group,FALSE,Yes and appropriate,Method,Recruitment,
SR3_Elicit,Schuttig 2024,Multicentre study: eight sites of the Vivantes Hospital Group in Berlin.,"Multicentre study across eight sites of the Vivantes Hospital Group in Berlin, Germany",TRUE,No,Method,Single or multicentre,
SR3_Elicit,Schuttig 2024,"Statistical analysis: ITT. The study analyzed ""the number of rehospitalisations (a count variable) during the follow-up period using generalized linear models (GLMs) with a negative binomial distribution to account for overdispersion. Secondary outcomes were evaluated using standardized regression models. To test for differences in the time until death between the groups, we conducted Cox proportional hazards analyses. Health-related quality of life was analyzed using ordinary least squares regression, with missing quality-of-life values imputed via a multiple imputation model following Faria et al. Process indicators, derived from trial data and routine data observations, included measures such as physician visits and continuity of care indices. These were analyzed using ordinary least squares (OLS) regression for continuous outcomes and logistic regression for binary outcomes.""</p><p>Statistical methods used if computed estimates are extracted from reports, including any covariates included in the statistical model: ""The study examined differences in rehospitalisation rates (a binary outcome) using logistic regression models adjusting for age, sex, and the respective comorbidity score. In the sensitivity analyses, it compared the results of the main models with those unadjusted for these variables and, as an alternative to the Charlson index, those obtained using the Elixhauser Comorbidity Score.""</p><p>","Statistical analysis: Logistic regression, generalized linear models, ordinary least squares, Cox proportional hazards regression",TRUE,No,Method,Statistical method,
SR3_Elicit,Schuttig 2024,"Unit of analysis (e.g. individual participant, episode of care, clinic/hospital attendance, readmission rate): rehospitalisation rate",Unit of analysis: Individual participant,FALSE,Yes and inappropriate,Method,Unit of analysis,
SR3_Elicit,Schuttig 2024,"Masking for randomised trials: ""The navigators received the allocation result of the patient immediately after entering the unique study identification number, the year of birth, and sex of the patient in the web-based tool. The specifics of the randomization algorithm were unknown to the navigator."" After that, it was unblinded to patients and health care providers.","Masking for randomised trials: Not mentioned
",FALSE,Yes and inappropriate,Method,Masking,
SR3_Elicit,Schuttig 2024,Methods used to prevent and address missing data: Methods used to prevent and control for confounding and selection biases,Not mentioned,FALSE,Yes and appropriate,Method,Missing data,
SR3_NK,balaban2015,"Inclusion criteria: ""Having a primary care provider (PCP) within Cambridge Health Alliance (CHA); observation or inpatient admission on CHA’s general medicine service; community dweller; and discharged to a community setting (i.e., home, assisted living, shelter, or street). Additionally, eligible patients had at least one of five risk factors associated with elevated readmission rates documented in previous studies 31–35 and in CHA historical data: (1) age&gt;60 years; (2) admission to CHA’s general medicine, surgery, or psychiatry service within the past 6 months; (3) length of stay (LOS)≥3 days; and (4) admission diagnosis of heart failure or (5) chronic obstructive pulmonary disease. Notably, our eligible population included non-English speakers, patients who left AMA, were homeless, or had a diagnosis of dementia.""</p><p>Exclusion criteria: ""After randomization, patients were excluded if they died in-house or transferred to an ineligible service (e.g., psychiatry or surgery), an outside acute care hospital, a skilled nursing facility (SNF), long term care, or jail.""</p>","Heart failure	Eligible patients had at least one of five risk factors associated with elevated readmission rates documented in previous studies: ... (4) admission diagnosis of heart failure.
Stroke	
Respiratory Diseases	
Chronic obstructive pulmonary disease	Eligible patients had at least one of five risk factors associated with elevated readmission rates documented in previous studies: ... (5) chronic obstructive pulmonary disease.
Neurological Diseases	
Dementia	Notably, our eligible population included non-English speakers, patients who left AMA, were homeless, or had a diagnosis of dementia. Discharged	Eligible patients had at least one of five risk factors associated with elevated readmission rates documented in previous studies: (1) age>60 years; (2) admission to CHA’s general medicine, surgery, or psychiatry service within the past 6 months; (3) length of stay (LOS)≥3 days; and (4) admission diagnosis of heart failure or (5) chronic obstructive pulmonary disease. Hospitalization Status	We randomized patients to the intervention or control group during their first admission in the study period that met the criteria for study entry, namely; having a primary care provider (PCP) within CHA; observation or inpatient admission on CHA’s general medicine service; community dweller; and discharged to a community setting (i.e., home, assisted living, shelter, or street).
Hospitalized or Admitted	We conducted a randomized, controlled trial among hospitalized patients within Cambridge Health Alliance (CHA), an academic public safety-net system with an ethnically diverse and traditionally underserved patient population.",TRUE,No,Population,Eligibility criteria,
SR3_NK,balaban2015,"<p>Patient Navigators<br />Age, (mean SD): 66.4 (15.5)<br />Length of stay, mean (SD): 3 (2.4)<br />Discharge AMA, n (%): 12 (2.1)<br />Female, n %: 323 (55.2)<br />Charlson score, mean (SD): 1.3 (1.6)</p><p>Control<br />Age, (mean SD): 63.7 (16.7)<br />Length of stay, mean (SD): 3.5 (3.8)<br />Discharge AMA, n (%): 16 (1.7)<br />Female, n %: 548 (59.2)<br />Charlson score, mean (SD): 1.1 (1.5)","Women	The study population, consistent with its low SES, was highly diverse in race and language, almost exclusively publicly insured, with a high burden of psychiatric illness and substance abuse.
Men	The study population, consistent with its low SES, was highly diverse in race and language, almost exclusively publicly insured, with a high burden of psychiatric illness and substance abuse.",FALSE,Yes and appropriate,Population,Participant characteristics,
SR3_NK,balaban2015,"Multifaceted: ""PNs provided coaching and assistance in navigating the transition from hospital to home through hospital visits and weekly telephone outreach, supporting patients for 30 days post-discharge with discharge preparation, medication management, scheduling of follow-up appointments, communication with primary care, and symptom management.""","Patient Navigation	The PN intervention, piloted in 2010, is designed to assist patients with the logistics of navigating a complicated system to optimize post-discharge care (Fig. 1). PNs received extensive training and ongoing supervision... The intervention used scripts to promote standardization, lasted for 30 days post-discharge, and included hospital visits and weekly post-discharge outreach calls.
Community Care Navigation	The PN intervention, piloted in 2010, is designed to assist patients with the logistics of navigating a complicated system to optimize post-discharge care (Fig. 1). PNs received extensive training and ongoing supervision... The intervention used scripts to promote standardization, lasted for 30 days post-discharge, and included hospital visits and weekly post-discharge outreach calls.
Transitional Care	The PNs provided coaching and assistance in navigating the transition from hospital to home through hospital visits and weekly telephone outreach, supporting patients for 30 days post-discharge with discharge preparation, medication management, scheduling of follow-up appointments, communication with primary care, and symptom management.

Patient Education	: A patient navigator intervention among high risk, safety‐net patients decreased readmission among older patients while increasing readmissions among younger patients.
Information and Communication	: PNs provided coaching and assistance in navigating the transition from hospital to home through hospital visits and weekly telephone outreach, supporting patients for 30 days post‐discharge with discharge preparation, medication management, scheduling of follow‐up appointments, communication with primary care, and symptom management.
Telephone Interventions	The intervention used scripts to promote standardization, lasted for 30 days post-discharge, and included hospital visits and weekly post-discharge outreach calls.
Home Visits	: PNs provided coaching and assistance in navigating the transition from hospital to home through hospital visits and weekly telephone outreach, supporting patients for 30 days post‐discharge with discharge preparation, medication management, scheduling of follow‐up appointments, communication with primary care, and symptom management.
Inpatient Interventions	: PNs provided coaching and assistance in navigating the transition from hospital to home through hospital visits and weekly telephone outreach, supporting patients for 30 days post‐discharge with discharge preparation, medication management, scheduling of follow‐up appointments, communication with primary care, and symptom management.
Transition of Care	: PNs provided coaching and assistance in navigating the transition from hospital to home through hospital visits and weekly telephone outreach, supporting patients for 30 days post‐discharge with discharge preparation, medication management, scheduling of follow‐up appointments, communication with primary care, and symptom management.

Medication Management	The PNs provided coaching and assistance in navigating the transition from hospital to home through hospital visits and weekly telephone outreach, supporting patients for 30 days post-discharge with discharge preparation, medication management, scheduling of follow-up appointments, communication with primary care, and symptom management.",TRUE,Yes and inappropriate,Intervention,,
SR3_NK,balaban2015,"Control patients received usual inpatient and outpatient care. Patient treatment and discharge plans are discussed daily at multidisciplinary rounds. Each patient is assigned a case manager who organizes post-discharge care including visiting nurses, home care, durable medical supplies, or referral to substance abuse programs or homeless shelters. At discharge, a floor nurse reviews written discharge instructions with the patient, including an updated medication list, scheduled appointments, and patient education. After discharge, a nurse from their primary care site attempts to telephone patients within 2 business days to assess patients’ medication adherence, confirm scheduled appointments, availability of transportation, and identify issues requiring immediate attention.",NA,FALSE,No,Comparison,,
SR3_NK,balaban2015,<p>Hospital readmission to any service within 30 days post-discharge<br />Primary care provider (PCP) visit within 7 days of index discharge<br />Outpatient visit within 30 days of index discharge<br />ED visit within 30 days of index discharge (%)</p>,"Readmission / Hospital readmission / Readmission rate	The prespecified primary outcome measure was in-network all-cause hospital readmission (observation or full admission) to any service (including medicine, surgery, or psychiatry) within 30 days post-discharge. | Visits	Secondary outcomes were attending a primary care appointment within 7 days and any outpatient or ED visit within 30 days of discharge. | Emergency department / Emergency department visits	Secondary outcomes were attending a primary care appointment within 7 days and any outpatient or ED visit within 30 days of discharge.",TRUE,No,Outcome,,
SR3_NK,balaban2015, Randomized controlled trial,NA,FALSE,No,Method,Study design,
SR3_NK,balaban2015,"Allocation sequence concealment: ""Eligible patients were identified daily using the hospital electronic medical record (EMR). Patient Navigators (PNs) determined how many intervention patients to enrol each day, aiming to maintain a panel of 30–35 patients per full-time PN""","Probably No
PNs determined how many intervention patients to enroll each day before the computer algorithm assigned patients, suggesting allocation could be influenced by PN selection rather than concealed.",FALSE,Yes and inappropriate,Method,Allocation sequence concealment,
SR3_NK,balaban2015,"Enrolment start and end dates; length of participant follow-up: ""October 2011 and April 2013. Enrolment was initially at Cambridge Hospital; in September 2012, the protocol was modified to include Whidden Hospital, expanding the pool of eligible patients.""",NA,FALSE,No,Method,Enrolment dates,
SR3_NK,balaban2015,"Recruitment and sampling procedures used (including at the level of individual participants and clusters/sites if relevant): Eligible patients were identified daily using the hospital electronic medical record (EMR). PNs determined how many intervention patients to enrol each day, aiming to maintain a panel of 30–35 patients per full-time PN.""",NA,FALSE,No,Method,Recruitment,
SR3_NK,balaban2015,"multicentre - an integrated healthcare provider comprising two hospitals, three Emergency Departments (EDs), and ten community health centres",NA,FALSE,No,Method,Single or multicentre,
SR3_NK,balaban2015,"Unit of analysis (e.g. individual participant, episode of care, clinic/hospital attendance, readmission rate): ""The pre-specified primary outcome measure was in-network all-cause hospital readmission (observation or full admission) to any service (including medicine, surgery, or psychiatry) within 30 days post-discharge. Planned readmissions were not excluded. Secondary outcomes were attending a primary care appointment within 7 days and any outpatient or ED visit within 30 days of discharge.""</p>",NA,FALSE,No,Method,Unit of analysis,
SR3_NK,balaban2015,"Statistical methods used if computed estimates are extracted from reports, including any covariates included in the statistical model: ""We first examined differences in demographic and clinical descriptors between PN and control patients, and between patients over and under age 60, using chi-square or t-tests, as appropriate. We next compared measures of intervention fidelity between patients over and under age 60 using chi-square tests. We used logistic regression to examine the association between PN/control study assignment and our outcomes of interest, adjusting for gender, language preference, race/ethnicity, insurance, Charlson score, psychiatric and substance abuse diagnoses, our identified readmission risk factors, and assigned hospital",NA,FALSE,No,Method,Statistical method,
SR3_NK,balaban2015,585,NA,FALSE,No,Result,Number - intervention,
SR3_NK,balaban2015,925,NA,FALSE,No,Result,Number - control,
SR3_NK,balaban2015,Unplanned hospital admission - Experiment 79/585; Control 107/925 Mean 1.16 (0.89-1.53),NA,FALSE,No,Result,Summary statistic,
SR3_NK,balaban2015,Hospital outpatient appointment within one month 487/585 v 726/925 mean 1.06 (1.0-1.11),NA,FALSE,No,Result,Summary statistic,
SR3_NK,bernabei1998,"Inclusion criteria: all people aged 65 and over who were recipients of home health services or home assistance programmes
Exclusion criteria: if declined","Older adults	In 1995 we identified all people aged 65 and over who were recipients of home health services or home assistance programmes (n = 224).",TRUE,No,Population,Eligibility criteria,
