"duplicate_id","author","year","journal","doi","title","abstract","label","source","pages","volume","number","isbn","record_ids"
"sr3_nk_7923","Cuba-Fuentes, Maria","2018","Revista Medica Herediana (REV MED HEREDIANA), 4-9. ene-mar2011; 22 (1): (6p)","10.20453/rmh.v22i1.1093","Evaluación del cumplimiento de los atributos de la Atención Primaria y grado de satisfacción de los usuarios de un establecimiento de primer nivel de atención.","Primary health care strategy has been adopted by Health Social Security from Peru (EsSalud) to achieve its corporate goals. Objective: To assess the compliance of the primary health care strategy and the user satisfaction degree in an EsSalud primary care center. Material and Methods: A cross-sectional descriptive study design was conducted. Two surveys were applied to 240 randomly selected users. User satisfaction degree was measured considering the structure, processes and outcomes of the center. We measured the compliance of three attributes of primary care: accessibility, comprehensiveness and continuity. Results: 61.7% of users showed medium general satisfaction and 23.3% high general satisfaction. The users were satisfied or very satisfied with 5 parameters: geographical accessibility (99.8%), infrastructure (66.6%), hours care (61%), problem solving (52.5%) and diagnostic tests (51.3%). 47% of users showed medium satisfaction with care received in the center. The lowest degree of satisfaction was found with the waiting times for outpatient clinic care (29.1%) and emergency care (7.5%). About Primary care Attributes, accessibility (55.8%) and continuity (55%) showed a medium compliance, comprehensiveness was perceived as a low compliance (51.7%). Conclusions: The satisfaction degree with the center and the compliance of the primary care attributes were medium.","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_7923"
"sr3_nk_7924","Martin, Carmel M.","2019","Journal of Evaluation in Clinical Practice (J EVAL CLIN PRACT), 1226-1234. Dec2012; 18 (6): (9p)","10.1111/j.1365-2753.2012.01880.x","Implementation of complex adaptive chronic care: the Patient Journey Record system ( PaJR).","Background The Patient Journey Record system ( Pa JR) is an application of a complex adaptive chronic care model in which early detection of adverse changes in patient biopsychosocial trajectories prompts tailored care, constitute the cornerstone of the model. Aims To evaluate the Pa JR system's impact on care and the experiences of older people with chronic illness, who were at risk of repeat admissions over 12 months. Design Community-based cohort study - random assignment into intervention and usual care group, with process and outcome evaluation. Study population Adult and older patients with multiple morbidity, one or more chronic diseases with one or more overnight hospitalizations, and seven or more general practice visits in the past 6 months. Complex intervention Pa JR lay care guides/advocates call patients and their caregivers. The care guides summarize their semi-structured conversations about health concerns and well-being. Predictive modelling and rules-based algorithms trigger alerts in relation to online call summaries. Alerts are acted upon according to agreed guidelines. Analysis Descriptive and comparative statistics. Outcomes Impact on unplanned emergency ambulatory care sensitive admissions ( ACSC) with an overnight stay; sensitivity of alerts and predictions; rates of care guides-supported activities. Findings Five part-time lay care guides and a care manager monitored 153 intervention patients for 500 person months with 5050 phone calls. The 153 patients in the intervention group were comparable to the 61 controls. The intervention group reported in 50% of calls that their health limited their social activities; and one-third of calls reported immediate health concerns. Predictive analytics were highly sensitive to risk of hospitalization. ACSC admissions were reduced by 50% compared to controls across the sites. Discussion The initial implementation of a complex patient-centred adaptive chronic care model using lay care guides, supported by machine learning, appeared sensitive to risk of hospitalization and capable of stabilizing illness journeys in older patients with multi-morbidity. Conclusion Actions based on alerts produced in this study appeared to significantly reduce hospitalizations. This paves the way for further testing of the model.","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_7924"
"sr3_nk_7925","Becker, Christoph","2021","JAMA Network Open e2119346-e2119346. 8/27/2021; 4 (8): (1p)","10.1001/jamanetworkopen.2021.19346","Interventions to Improve Communication at Hospital Discharge and Rates of Readmission: A Systematic Review and Meta-analysis.","Key Points: Question: Are communication interventions at hospital discharge associated with rates of hospital readmission? Findings: In this systematic review and meta-analysis including a pooled analysis of 19 randomized clinical trials involving 3953 patients for the primary end point, communication interventions at discharge were significantly associated with lower readmission rates, higher medication adherence, and higher patient satisfaction. Meaning: These findings suggest that communication interventions at discharge have the potential to decrease hospital readmissions and improve treatment adherence and patient satisfaction. This systematic review and meta-analysis examines the associations of communication interventions at hospital discharge with readmission rates and other patient-relevant outcomes. Importance: Shortcomings in the education of patients at hospital discharge are associated with higher risks for treatment failure and hospital readmission. Whether improving communication at discharge through specific interventions has an association with patient-relevant outcomes remains unclear. Objective: To conduct a systematic review and meta-analysis on the association of communication interventions at hospital discharge with readmission rates and other patient-relevant outcomes. Data Sources: PubMed, EMBASE, PsycINFO, and CINAHL were systematically searched from the inception of each database to February 28, 2021. Study Selection: Randomized clinical trials that randomized patients to receiving a discharge communication intervention or a control group were included. Data Extraction and Synthesis: Two independent reviewers extracted data on outcomes and trial and patient characteristics. Risk of bias was assessed using the Cochrane Risk of Bias Tool. Data were pooled using a random-effects model, and risk ratios (RRs) with corresponding 95% CIs are reported. This study followed the Preferred Reporting Items for Systematic Reviews and Meta-analyses (PRISMA) reporting guideline. Main Outcomes and Measures: The primary outcome was hospital readmission, and secondary outcomes included adherence to treatment regimen, patient satisfaction, mortality, and emergency department reattendance 30 days after hospital discharge. Results: We included 60 randomized clinical trials with a total of 16 070 patients for the qualitative synthesis and 19 trials with a total of 3953 patients for the quantitative synthesis of the primary outcome. Of these, 11 trials had low risk of bias, 6 trials had high risk of bias, and 2 trials had unclear risk of bias. Communication interventions at discharge were significantly associated with lower readmission rates (179 of 1959 patients [9.1%] in intervention groups vs 270 of 1994 patients [13.5%] in control groups; RR, 0.69; 95% CI, 0.56-0.84), higher adherence to treatment regimen (1729 of 2009 patients [86.1%] in intervention groups vs 1599 of 2024 patients [79.0%] in control groups; RR, 1.24; 95% CI, 1.13-1.37), and higher patient satisfaction (1187 of 1949 patients [60.9%] in intervention groups vs 991 of 2002 patients [49.5%] in control groups; RR, 1.41; 95% CI, 1.20-1.66). Conclusions and Relevance: These findings suggest that communication interventions at discharge are significantly associated with fewer hospital readmissions, higher treatment adherence, and higher patient satisfaction and thus are important to facilitate the transition of care.","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_7925"
"sr3_nk_7926","Bondmass MD","2020","Home Health Care Management & Practice (HOME HEALTH CARE MANAGE PRACT), 8-20. Dec2007; 20 (1): (13p)","10.1177/1084822307304954","Improving outcomes for African Americans with chronic heart failure: a comparison of two home care management delivery methods.","Available data indicate disparity in heart failure (HF) morbidity and mortality among African Americans. African Americans are diagnosed with HF at a younger age, have a more rapid clinical progression, and have higher hospitalization rates related to HF than Whites. Lack of inclusion of African Americans in research studies has been suggested as a possible contributing factor to this disparity. This study presents a secondary analysis from a randomized trial comparing biopsychosocial outcomes for only the African Americans whose HF home management was provided by one of two home care delivery methodsDLnurse telemanagement (NTM) or nurse home visits. Results indicate significantly higher self-efficacy, home care satisfaction, and quality of life, with significantly lower symptom distress, HF rehospitalization, and intervention charges for African Americans whose HF home management was delivered by the NTM method. These data suggest, independent of race, that NTM may be more efficient and effective as a delivery method for HF home management.","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_7926"
"sr3_nk_7927","Kheng Hock Lee","2019","International Journal of Integrated Care (IJIC) (INT J INTEGR CARE), 1-2. 2019Annual Conference Supplement; 19 (S1): (2p)","10.5334/ijic.s3630","Developing a hospital to community model of care: From experience to evidence to implementation.","Introduction: Singapore is a developed country with one of the most rapidly ageing populations in the world. Regional health systems (RHSs) anchored by major hospitals were created to improve care integration and improve care for the elderly. The region supported Singapore General Hospital (SGH) covers a population of 269,910 of which 48,620 (18%) are age 65 and above. Short description of practice change implemented: In 2006 SGH introduced hospital-based family physicians to serve as generalist for inpatients to improve care continuity. A cohort study showed a reduction of 1.1 days in the average length of stay.[1] In 2008, a transitional home care program was introduced. A quasi experimental before and after study demonstrated a reduction of 57% in hospital readmissions and 47.1% reduction in emergency room (ER) visits.[2] In 2011, an adapted virtual ward program was introduced. A randomized control trial (RCT) failed to show any benefits.[3] In 2013, the care model was re-designed based on lessons learned from earlier models. An RCT showed reduction of hospital readmissions by 33% and ER visits by 40%.[4] In 2017, this model was deployed in communities with high readmission rates identified through geospatial mapping and guided by data analytics.[5] The model was co-designed through participatory action with local communities.[6] In 2018, this care model was scaled up to include the RHS' entire area of coverage. The program now serves more than 4000 patients. Conclusions: Care integration programs are effective when they are continuously improved using evidence from evaluations. Implementation should be guided by participatory action and community engagement.","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_7927"
"sr3_nk_7928","Hannan, Jean","2020","Journal of Clinical Nursing (John Wiley & Sons, Inc.) 262-270. Jan2013; 22 (1-2): (9p)","10.1111/j.1365-2702.2011.04065.x","APN telephone follow up to low-income first time mothers.","Aims and objectives. To examine the effects of a low cost advanced practice nurse telephone intervention for 2 months postbirth in low-income first time mothers with healthy full term infants. Background. Currently women with non-complicated, healthy full term newborn deliveries receive little to no routine postpartum support. This is problematic if mothers are first time mothers, poor, have problems accessing health care, have language barriers and sparse social support. Design. A two group randomised clinical trial. This study was conducted in an inner city South Florida county hospital. Methods. A control group ( n = 69) received routine hospital discharge care. An intervention group ( n = 70) received routine hospital discharge care plus APN follow up telephone calls for week 8 postdischarge. Comparison of outcomes included maternal health (stress, social support, physical health), infant health (routine medical visits, immunisations, weight gain), morbidity (urgent care visits, emergency room visits, re-hospitalisations), and health care charges (urgent care visits, emergency room visits, re-hospitalisations). Data were analysed using descriptive statistics and two-sample t-tests. Results. Intervention group mothers had significantly lower perceived stress, significantly greater perceived maternal health and social support; infants had healthier weight gain, fewer emergency room visits; significantly lower total health care charges ($14,333 vs. $70,834) compared to controls. Conclusion. Study results indicate that APN follow up telephone calls to low-income first time mothers with healthy full term infants is an effective, safe, low cost, easy to apply intervention that improved mothers' and infants' health outcomes and reduced healthcare charges. Relevance to clinical practice. APNs are uniquely positioned to conduct follow up interventions aimed at providing continuity of care including APN telephone follow up. This is imperative for vulnerable populations especially during times of major budget cuts that affect health care services.","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_7928"
"sr3_nk_7930","Deschodt, Mieke","2020","International Journal of Nursing Studies (INT J NURS STUD), N.PAG-N.PAG. May2020; 105: (1p)","10.1016/j.ijnurstu.2020.103552","Core components and impact of nurse-led integrated care models for home-dwelling older people: A systematic review and meta-analysis.","Integrated care models are highly recommended to overcome care fragmentation in the multimorbid older population. Nurses are potentially ideally situated to fulfil the role as care coordinator to guide integrated care. No systematic review has been conducted specifically focusing on the impact of nurse-led integrated care models for older people in community settings. To identify core components of nurse-led integrated care models for the home-dwelling older population; to describe patient, service and process outcomes; and to evaluate the impact of these care models on quality of life, activities of daily living, hospitalisation, emergency department visits, nursing home admissions and mortality. Systematic review and meta-analysis. English, Dutch, French, German and Spanish articles selected from PubMed and CINAHL, hand-search of reference lists of the included articles and grey literature. A systematic search was conducted to identify prospective experimental or quasi-experimental studies detailing nurse-led integrated care models in the older home-dwelling population. Study characteristics and reported outcomes were tabulated. The core components of the models were mapped using the Sustainable intEgrated chronic care modeLs for multi-morbidity: delivery, FInancing, and performancE (SELFIE) framework. A random effects meta-analysis was conducted to study the overall effectiveness of the included care models on health-related quality of life, activities of daily living, hospitalisation, emergency department visits, nursing home admissions or mortality. Risk of bias was appraised using the revised Cochrane risk-of-bias tool for randomized trials and ROBINS-I tool for non-randomized studies. Nineteen studies were included studying a total of 22,168 patients. Core components of integrated care for multimorbid patients such as the involvement of a multidisciplinary team, high risk screening, tailored holistic assessment and an individualized care plan, were performed in a vast majority of the studies; however variability was observed in their operationalisation. Twenty-seven different patient, provider and service outcomes were reported, ranging from 1 to 13 per study. The meta-analyses could not demonstrate a beneficial impact on any of the predefined outcomes. Most included studies were of high risk for several biases. The summarized evidence on nurse-led integrated care models in home-dwelling older people is inconclusive and of low quality. Future studies should include key components of implementation research, such as context analyses, process evaluations and proximal outcomes, to strengthen the evidence-base of nurse-led integrated care.","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_7930"
"sr3_nk_7932","Rytter, Hana Malá","2021","JAMA Network Open e2132221-e2132221. 11/9/2021; 4 (11): (1p)","10.1001/jamanetworkopen.2021.32221","Nonpharmacological Treatment of Persistent Postconcussion Symptoms in Adults: A Systematic Review and Meta-analysis and Guideline Recommendation.","Key Points: Question: What is the evidence for nonpharmacological interventions to treat persistent postconcussion symptoms? Findings: Following a systematic review and meta-analysis of 19 randomized clinical trials comprising 2007 participants, using the Grading of Recommendations, Assessment, Development, and Evaluations method, weak recommendations for the following were assigned: systematic provision of early information and advice, use of graded physical exercise, vestibular rehabilitation, manual treatment of neck and back, psychological treatment, and interdisciplinary rehabilitation. No studies were identified regarding oculomotor vision treatment, resulting in a consensus-based statement. Meaning: Based on very low to low certainty of evidence or on consensus, individually tailored nonpharmacological treatment of persistent symptoms was recommended, both through specific disciplines and interdisciplinary rehabilitation. This systematic review and meta-analysis assesses the outcomes related to 7 nonpharmacological interventions for persistent postconcussion symptoms in adults and provides recommendations for clinical practice. Importance: Persistent (>4 weeks) postconcussion symptoms (PPCS) are challenging for both patients and clinicians. There is uncertainty about the effect of commonly applied nonpharmacological treatments for the management of PPCS. Objective: To systematically assess and summarize evidence for outcomes related to 7 nonpharmacological interventions for PPCS in adults (aged >18 years) and provide recommendations for clinical practice. Data Sources: Systematic literature searches were performed via Embase, MEDLINE, PsycINFO, CINAHL, PEDro, OTseeker, and Cochrane Reviews (via MEDLINE and Embase) from earliest possible publication year to March 3, 2020. The literature was searched for prior systematic reviews and primary studies. To be included, studies had to be intervention studies with a control group and focus on PPCS. Study Selection: A multidisciplinary guideline panel selected interventions based on frequency of use and need for decision support among clinicians, including early information and advice, graded physical exercise, vestibular rehabilitation, manual treatment of neck and back, oculomotor vision treatment, psychological treatment, and interdisciplinary coordinated rehabilitative treatment. To be included, studies had to be intervention studies within the areas of the predefined clinical questions, include a control group, and focus on symptoms after concussion or mild traumatic brain injury. Data Extraction and Synthesis: Extraction was performed independently by multiple observers. The Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines were used for data abstraction and data quality assessment. Included studies were assessed using the Assessment of Multiple Systematic Reviews (AMSTAR) tool and the Cochrane Risk of Bias (randomized clinical trials) tool. Meta-analysis was performed for all interventions where possible. Random-effects models were used to calculate pooled estimates of effects. The level and certainty of evidence was rated and recommendations formulated according to the Grading of Recommendations, Assessment, Development, and Evaluations (GRADE) framework. Main Outcomes and Measures: All outcomes were planned before data collection began according to a specified protocol. The primary outcomes were the collective burden of PPCS and another outcome reflecting the focus of a particular intervention (eg, physical functioning after graded exercise intervention). Results: Eleven systematic reviews were identified but did not contribute any primary studies; 19 randomized clinical trials comprising 2007 participants (1064 women [53.0%]) were separately identified and included. Evidence for the 7 interventions ranged from no evidence meeting the inclusion criteria to very low and low levels of evidence. Recommendations were weak for early information and advice, graded physical exercise, vestibular rehabilitation, manual treatment of the neck and back, psychological treatment, and interdisciplinary coordinated rehabilitative treatment. No relevant evidence was identified for oculomotor vision treatment, so the panel provided a good clinical practice recommendation based on consensus. Conclusions and Relevance: Based on very low to low certainty of evidence or based on consensus, the guideline panel found weak scientific support for commonly applied nonpharmacological interventions to treat PPCS. Results align with recommendations in international guidelines. Intensified research into all types of intervention for PPCS is needed.","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_7932"
"sr3_nk_7933","Cleland JGF","2020","Disease Management & Health Outcomes (DIS MANAGE HEALTH OUTCOMES), 23-28. 2006 Supplement 1; 14: (6p)","10.2165/00115677-200614001-00007","The Trans-European Network -- Home-Care Management System (TEN-HMS) study: an investigation of the effect of telemedicine on outcomes in Europe.","Heart failure is a common and serious chronic illness affecting a substantial proportion of people aged 60 years and over. Effective interventions for heart failure have been developed but are currently often not applied. Demographic changes suggest that there will be fewer people of working age to look after a growing number of individuals with heart failure in the coming decades, suggesting that implementing and maintaining treatment in patients with heart failure and other chronic disease will become an even greater challenge.Home telemonitoring can be used as a tool to help organize care for patients. In its simplest form, telemonitoring can be used to track patients' symptoms. Devices that are simple to use can also be supplied that allow the patient to record and send their weight, heart rhythm, blood pressure and other key clinical measurements. Two substantial trials have shown that, compared with usual care, telemonitoring using such devices reduces mortality. This may be related to improved titration of therapy or pre-emptive early hospital admission in deteriorating patients. Although monitoring by regular telephone calls to patients may also be effective, it appears to generate more demands on medical and nursing staff, possibly as a result of the inability to measure vital signs without seeing the patient.Implantable therapeutic devices, such as defibrillators and pacemakers, have been developed that can also communicate directly with healthcare staff, opening another, complementary, aspect to home telemonitoring. Home telemonitoring is likely to become part of the routine package of care for patients with chronic illnesses, including heart failure, as it has the potential to allow fewer staff to manage a large number of patients more effectively.","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_7933"
"sr3_nk_7934","Hernández-Quiles, Carlos","2017","International Journal of Integrated Care (IJIC) (INT J INTEGR CARE), 1-2. 2016 Supplement; 16 (6): (2p)","10.5334/ijic.2702","A randomized clinical trial for remote telemonitoring into an integrated care program for high complexity patients. Atlan-TIC project.","Introduction: The use of Information and Communication Technologies (ICT) is a promising development in the XXI century medicine. Its employment has already demonstrated significant benefits in areas such as dermatology or telematic control of hypertension and diabetes in young outpatients. Telemedicine applied in highly complex patients with advanced cardiac and respiratory disease, has shown an improvement in perceived satisfaction but its effectiveness, safety and cost-effectiveness has not been convincingly established. There are several factors that characterize the care needs of these patients: elderly, high demand for healthcare by the presence of frequent exacerbations, significant disability and need for primary caregivers. We believe that the implementation of ICT for telemonitoring high complex patients with advanced heart and/or respiratory disease require an integrated care model adapted and focused on their specific needs, with an established care circuits and responses. Currently Andalusian Public Health System (SSPA) is a prime setting to perform this rigorous evaluation. Material and methods: We have designed a multicenter clinical trial, randomized, parallel group, in adult patients with advanced heart and / or respiratory disease. Participating hospitals are Virgen del Rocio Hospital, Virgen Macarena Hospital and Serrania de Ronda Hospital, so it has been included urban and/as well as rural populations. Inclusion criteria are the presence of heart failure with basal dyspnea NYHA =III degree and / or chronic respiratory failure with dyspnea =III of the MRC and / or O2 saturation <90% and / or home oxygen therapy; presence heart failure or respiratory failure with dyspnea basal level","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_7934"
"sr3_nk_7935","Baldwin, D.S.","2020","Comprehensive Psychiatry (COMPR PSYCHIATRY), N.PAG-N.PAG. Jan2021; 104: (1p)","10.1016/j.comppsych.2020.152212","Quality of English inpatient mental health services for people with anxiety or depressive disorders: Findings and recommendations from the core audit of the National Clinical Audit of Anxiety and Depression.","Clinical audit is a sustained cyclical quality improvement process seeking to improve patient care and outcomes by evaluating services against explicit standards and implementing necessary changes. National audits aim to improve population-level clinical care by identifying unwarranted variations and making recommendations for clinicians, managers and service commissioners. The National Clinical Audit of Anxiety and Depression aimed to improve clinical care for people admitted to English hospitals for treatment of anxiety and depression, to provide comparative data on quality of care, and to support local quality improvement initiatives by identifying and sharing examples of best practice. Thirteen standards were developed based on NICE guidelines, literature review and feedback from a steering committee and reference group of service users and carers. All providers of NHS inpatient mental health services in England were asked to submit details of between 20 and 100 eligible service users/patients admitted between April 2017 and September 2018. To ascertain data reliability, participating services re-audited 5 sets of case-notes with a second auditor, and the coordinating team checked 10 randomly-selected sets of case-notes from 3 services, also selected at random. The reference group and steering committee identified key findings and developed a series of recommendations, which were discussed in regional quality improvement workshops and on-line webinars. Data from 3795 case notes were analysed. A sizeable proportion of records indicated that at least one important aspect of initial assessment was not documented. Many service users/patients who could have benefited from an intervention targeted at optimising physical health did not receive it. Only a minority (39%) were referred for psychological therapy. Use of outcome measures varied considerably but no single outcome measure was being used routinely. Most individuals had a care plan recorded in the notes, but a review date was documented in only two-thirds, and almost half of individuals had not received a copy. There was considerable variation between English mental health services across many variables, and much scope for improvement. Clinicians should ensure that care plans are developed collaboratively with service users/patients and identified carers should be provided with information about support services. Health services should investigate the reasons for low referral rates for psychological therapies. Clinicians should ensure all service users have jointly developed crisis plans in place at discharge. Service managers should agree outcome measures to evaluate the treatment provided and clinicians should use these measures at initial assessment and review appointments. The implementation of such changes provides an opportunity for collaborative research into mental health service delivery and quality. • NCAAD examined performance of all English mental health services against 13 specified care quality standards for inpatients • Audit of the care of 3795 individuals identified sub-optimal performance in many domains from initial assessment to discharge • The findings provide an evidence base for a series of recommendations for individual care and mental health service delivery","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_7935"
"sr3_nk_7936","Conroy, Simon Paul","2018","Age & Ageing (AGE AGEING), 436-443. Jul2011; 40 (4): (8p)","10.1093/ageing/afr060","A systematic review of comprehensive geriatric assessment to improve outcomes for frail older people being rapidly discharged from acute hospital: ‘interface geriatrics’.","Background: many frail older people who attend acute hospital settings and who are discharged home within short periods (up to 72 h) have poor outcomes. This review assessed the role of comprehensive geriatric assessment (CGA) for such people.Methods: standard bibliographic databases were searched for high-quality randomised controlled trials (RCTs) of CGA in this setting. When appropriate, intervention effects were presented as rate ratios with 95% confidence intervals.Results: five trials of sufficient quality were included. There was no clear evidence of benefit for CGA interventions in this population in terms of mortality [RR 0.92 (95% CI 0.55–1.52)] or readmissions [RR 0.95 (95% CI 0.83–1.08)] or for subsequent institutionalisation, functional ability, quality-of-life or cognition.Conclusions: there is no clear evidence of benefit for CGA interventions in frail older people being discharged from emergency departments or acute medical units. However, few such trials have been carried out and their overall quality was poor. Further well designed trials are justified.","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_7936"
"sr3_nk_7937","Zubeltzu, Beñat","2019","International Journal of Integrated Care (IJIC) (INT J INTEGR CARE), 1-2. 2019Annual Conference Supplement; 19 (S1): (2p)","10.5334/ijic.s3058","Scaling up case management strategies. The PAMI program.","Introduction: The PAMI program is a multipronged management strategy for the complex patients. During the last decade, it has been implemented from a pilot scale to more than 8000 people of the San Sebastian area. The program warrants intense follow up with clinical visits interspersed with telephone calls using specific questionnaires and activates prescription changes, early appointments or even direct hospital admissions when needed. It involves tight coordination of a case management nurse, GP and a referral internist. Since it was implemented significant reductions have been achieved in ED visits and days spent at the hospital, making the health system friendlier to patients of complex needs. Description of practice change implemented: Scaling up of a multipronged management strategy for patients of complex needs Aim: Improving quality of life and perceived quality of health assistance Training patients and healthcare providers Reducing length of stay and Emergency Department (ED) visits Respecting patients' will on intensity of treatment and place of care provision Target population: - Multi-pathological patients with high readmission rates (mainly heart failure and COPD) - Home-dependent patients - Nursing home residents - End of life patients Timeline: 2005: Prediction rule development and validation for readmission risk 2006: Before and after study with a multipronged strategy (PAMI) targeting patients with high readmission rates. 2010: Comparative study of telemedicine vs PAMI 2010: Cluster randomized clinical trial of PAMI in nursing homes 2014: Implementation of the program in the primary care 2017: Complementary support of a call center Highlights: - Case management of complex patients with process-specific questionnaires - Successful extension of the program to more than 8000 complex patients - 30-50% of direct admissions (avoiding ED visit). - Days spent at the hospital reduction by 25% for nursing home residents, 55% for homedependents, 58% for heart failure patients, and 25% for patients with COPD -ED visits made by each group was also reduced by 58%, 70%, 70% and 45% respectively. -Complementary patient management trough call center further improving outcomes. -80-100% found training satisfactory -90-100% rated the hospital accessibility ""excellent"" -90-100% perceived significant improvements in the global management of the process. Sustainability: Huge reduction in EDs visits and days spent at the hospital likely to improve cost-effectiveness Transferability: The technology and protocols are available to all in the Basque Country. Geographical differences exist in hospital accessibility. Conclusions: This strategy improved perceived quality of life and length of stay while avoiding many ED visits. The main achievement is the scaling up of such a program from a pilot study to a population of 8000 complex patients. Discussion: Case management strategies can be successfully scaled up if integration tools are available. The scaled up version of PAMI had a slight loss of effectiveness compared to the pilot, but this has been overcame adding call center support in the follow up. Lessons learned: Anticipation of problems, new technologies and integrated assistance focused on the user will be the keys of the future care.","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_7937"
"sr3_nk_7938","Ball C","2020","BMJ: British Medical Journal (International Edition) (BMJ), 1014-1016. 11/1/2003; 327 (7422): (3p)","10.1136/bmj.327.7422.1014","Effect of the critical care outreach team on patient survival to discharge from hospital and readmission to critical care: non-randomised population based study.",NA,"nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_7938"
"sr3_nk_7942","DalfÃ³, Artur","2018","Ágora de Enfermeria (AGORA ENFERM), 36-38. mar2013; 17 (1): (3p)","10.1371/journal.pmed.1001265","Publicaciones cientÃ­ficas.","Background: Improving the health of chronically ill older adults is a major challenge facing modern health care systems. A community-based nursing intervention developed by Health Quality Partners (HQP) was one of 15 different models of care coordination tested in randomized controlled trials within the Medicare Coordinated Care Demonstration (MCCD), a national US study. Evaluation of the HQP program began in 2002. The study reported here was designed to evaluate the survival impact of the HQP program versus usual care up to five years postenrollment. Methods and Findings: HQP enrolled 1,736 adults aged 65 and over, with one or more eligible chronic conditions (coronary artery disease, heart failure, diabetes, asthma, hypertension, or hyperlipidemia) during the first six years of the study. The intervention group (n = 873) was offered a comprehensive, integrated, and tightly managed system of care coordination, disease management, and preventive services provided by community-based nurse care managers working collaboratively with primary care providers. The control group (n = 863) received usual care. Overall, a 25% lower relative risk of death (hazard ratio [HR] 0.75 [95% CI 0.57\\U001000b21.00], p = 0.047) was observed among intervention participants with 86 (9.9%) deaths in the intervention group and 111 (12.9%) deaths in the control group during a mean follow-up of 4.2 years. When covariates for sex, age group, primary diagnosis, perceived health, number of medications taken, hospital stays in the past 6 months, and tobacco use were included, the adjusted HR was 0.73 (95% CI 0.55\\U001000b20.98, p = 0.033). Subgroup analyses did not demonstrate statistically significant interaction effects for any subgroup. No suspected program-related adverse events were identified. Conclusions: The HQP model of community-based nurse care management appeared to reduce all-cause mortality in chronically ill older adults. Limitations of the study are that few low-income and non-white individuals were enrolled and implementation was in a single geographic region of the US. Additional research to confirm these findings and determine the model's scalability and generalizability is warranted. Trial Registration: ClinicalTrials.gov NCT01071967","nk_robot_include","nk",NA,NA,NA,NA,"sr3_nk_7942"
"sr3_nk_7943","Danovitch, Itai","2024","Journal of Substance Use & Addiction Treatment N.PAG-N.PAG. Aug2024; 163: (1p)","10.1016/j.josat.2024.209377","The addiction consultation service for hospitalized patients with substance use disorder: An integrative review of the evidence.","The Addiction Consultation Service has emerged as a model of care for hospitalized patients with substance use disorder. The aim of this integrative review is to characterize the Addiction Consultation Service in general hospital settings, assess its impact on clinical outcomes, identify knowledge gaps, and offer guidance for implementation. We conducted an integrative review of studies from January 2002 to August 2023, applying specific inclusion criteria to collect study design, service characteristics, staffing models, utilization, and health outcomes. Additionally, a comprehensive quality appraisal was conducted for all studies considered for inclusion. Findings from 41 studies meeting inclusion criteria were synthesized and tabulated. Study designs included six reports from three randomized controlled trials, five descriptive studies, and 30 observational studies. The most common study setting was the urban academic medical center. Studies evaluated the structure, process, and outcomes of the Addiction Consultation Service. A majority of studies, particularly those utilizing more rigorous designs, reported positive outcomes involving medication initiation, linkage to post-discharge care, and utilization outcomes. The Addiction Consultation Service care model improves quality of care for hospitalized patients with substance use disorder. Additional research is needed to assess its effectiveness across diverse medical settings, determine the effectiveness of varying staffing models, demonstrate impactful outcomes, and establish funding mechanisms to support sustainability. • Substance use disorder is prevalent in general medical hospitals, yet few patients receive evidence-based interventions. • A majority of the studies identified in this review reported positive outcomes for patients with substance use disorder. • The Addiction Consultation Service enhances quality of care for hospitalized patients with substance use disorder.","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_7943"
